dataset,row_index,source_id,speaker_id,source_label,unified_style,target_e2v,predicted,score,direct_evaluable,direct_match,labels_json,scores_json
CREMA-D,2525,1032_DFA_FEA_XX.wav,1032,fear,fear,fearful,sad,1.0000,1,0,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 6e-06, 8e-06, 0.0, 0.0, 0.0, 0.999986, 0.0, 0.0]"
CREMA-D,2607,1033_DFA_FEA_XX.wav,1033,fear,fear,fearful,fearful,0.9999,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[4e-06, 2.6e-05, 0.999927, 1.6e-05, 0.0, 9e-06, 5e-06, 1.2e-05, 0.0]"
CREMA-D,2689,1034_DFA_FEA_XX.wav,1034,fear,fear,fearful,fearful,0.5653,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[1.5e-05, 3.9e-05, 0.565325, 0.431611, 0.000159, 0.000186, 0.002499, 0.000166, 1e-06]"
CREMA-D,2771,1035_DFA_FEA_XX.wav,1035,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.999994, 3e-06, 0.0, 0.0, 0.0, 3e-06, 0.0]"
CREMA-D,2853,1036_DFA_FEA_XX.wav,1036,fear,fear,fearful,fearful,0.8625,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[2e-06, 4.2e-05, 0.862549, 2e-05, 1.2e-05, 9e-05, 0.13728, 6e-06, 0.0]"
CREMA-D,2935,1037_DFA_FEA_XX.wav,1037,fear,fear,fearful,fearful,0.9632,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[3e-05, 0.031533, 0.963219, 0.000521, 1e-06, 1.3e-05, 4.5e-05, 0.00453, 0.000108]"
CREMA-D,3017,1038_DFA_FEA_XX.wav,1038,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,3099,1039_DFA_FEA_XX.wav,1039,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.999971, 0.0, 0.0, 0.0, 2.9e-05, 0.0, 0.0]"
CREMA-D,3181,1040_DFA_FEA_XX.wav,1040,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,3263,1041_DFA_FEA_XX.wav,1041,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.999999, 0.0, 0.0, 0.0, 1e-06, 0.0, 0.0]"
CREMA-D,3345,1042_DFA_FEA_XX.wav,1042,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,3427,1043_DFA_FEA_XX.wav,1043,fear,fear,fearful,fearful,0.9984,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.000614, 0.000559, 0.998362, 3e-06, 1.1e-05, 0.000122, 0.000276, 5.4e-05, 0.0]"
CREMA-D,3509,1044_DFA_FEA_XX.wav,1044,fear,fear,fearful,fearful,0.9999,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[1e-06, 1.3e-05, 0.999949, 1.1e-05, 1e-06, 8e-06, 9e-06, 8e-06, 0.0]"
CREMA-D,3591,1045_DFA_FEA_XX.wav,1045,fear,fear,fearful,fearful,0.9923,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[2e-06, 3.1e-05, 0.99227, 3.7e-05, 3.2e-05, 2.4e-05, 0.007562, 4.1e-05, 1e-06]"
CREMA-D,3673,1046_DFA_FEA_XX.wav,1046,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,3755,1047_DFA_FEA_XX.wav,1047,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,3837,1048_DFA_FEA_XX.wav,1048,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.999984, 1e-06, 0.0, 0.0, 1.4e-05, 0.0, 0.0]"
CREMA-D,3919,1049_DFA_FEA_XX.wav,1049,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,4001,1050_DFA_FEA_XX.wav,1050,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.999999, 0.0, 0.0, 0.0, 0.0, 1e-06, 0.0]"
CREMA-D,4083,1051_DFA_FEA_XX.wav,1051,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,4165,1052_DFA_FEA_XX.wav,1052,fear,fear,fearful,fearful,0.9677,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[2e-06, 0.000214, 0.967691, 6e-06, 2e-06, 8.9e-05, 0.031994, 3e-06, 0.0]"
CREMA-D,4247,1053_DFA_FEA_XX.wav,1053,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,4329,1054_DFA_FEA_XX.wav,1054,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,4411,1055_DFA_FEA_XX.wav,1055,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,4493,1056_DFA_FEA_XX.wav,1056,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.999987, 0.0, 1e-06, 1e-06, 1.1e-05, 0.0, 0.0]"
CREMA-D,4575,1057_DFA_FEA_XX.wav,1057,fear,fear,fearful,fearful,0.9971,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 7e-06, 0.997114, 2e-06, 1e-06, 7e-06, 0.002868, 1e-06, 0.0]"
CREMA-D,4657,1058_DFA_FEA_XX.wav,1058,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,4739,1059_DFA_FEA_XX.wav,1059,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[4e-06, 1.4e-05, 0.999954, 9e-06, 0.0, 2e-06, 2e-06, 1.5e-05, 0.0]"
CREMA-D,4821,1060_DFA_FEA_XX.wav,1060,fear,fear,fearful,sad,0.9951,1,0,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[3e-06, 0.000472, 0.004186, 3e-06, 0.000163, 3.8e-05, 0.995122, 1e-05, 2e-06]"
CREMA-D,4903,1061_DFA_FEA_XX.wav,1061,fear,fear,fearful,fearful,0.8970,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[2.1e-05, 0.000904, 0.897023, 0.014729, 2.1e-05, 0.000143, 0.08623, 0.000927, 1e-06]"
CREMA-D,4985,1062_DFA_FEA_XX.wav,1062,fear,fear,fearful,sad,0.9999,1,0,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 5.5e-05, 7.2e-05, 0.0, 0.0, 0.0, 0.999874, 0.0, 0.0]"
CREMA-D,5067,1063_DFA_FEA_XX.wav,1063,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.999995, 0.0, 0.0, 0.0, 5e-06, 0.0, 0.0]"
CREMA-D,5149,1064_DFA_FEA_XX.wav,1064,fear,fear,fearful,fearful,0.9928,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[9e-06, 0.000197, 0.992838, 0.000111, 9e-06, 0.000215, 0.006598, 2.3e-05, 0.0]"
CREMA-D,5231,1065_DFA_FEA_XX.wav,1065,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 1e-06, 0.999972, 1e-06, 1e-06, 1e-06, 2.2e-05, 1e-06, 0.0]"
CREMA-D,5313,1066_DFA_FEA_XX.wav,1066,fear,fear,fearful,fearful,0.9946,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 1e-05, 0.994624, 0.0, 0.0, 3e-06, 0.005361, 1e-06, 0.0]"
CREMA-D,5395,1067_DFA_FEA_XX.wav,1067,fear,fear,fearful,fearful,0.7402,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[8e-05, 0.000305, 0.740152, 0.240449, 2e-05, 0.001042, 0.017765, 0.000186, 0.0]"
CREMA-D,5477,1068_DFA_FEA_XX.wav,1068,fear,fear,fearful,fearful,0.9999,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 1e-06, 0.999921, 9e-06, 2.1e-05, 2e-06, 3.8e-05, 8e-06, 0.0]"
CREMA-D,5559,1069_DFA_FEA_XX.wav,1069,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,5641,1070_DFA_FEA_XX.wav,1070,fear,fear,fearful,disgusted,1.0000,1,0,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.999966, 1e-06, 0.0, 0.0, 1e-06, 3.1e-05, 0.0, 0.0]"
CREMA-D,5723,1071_DFA_FEA_XX.wav,1071,fear,fear,fearful,fearful,0.9996,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 2e-06, 0.999637, 0.000318, 1e-06, 1.8e-05, 2.3e-05, 2e-06, 0.0]"
CREMA-D,5805,1072_DFA_FEA_XX.wav,1072,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.999999, 1e-06, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,5887,1073_DFA_FEA_XX.wav,1073,fear,fear,fearful,fearful,0.9188,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[4e-06, 0.007228, 0.918755, 4.6e-05, 5e-06, 0.000285, 0.073644, 3.3e-05, 0.0]"
CREMA-D,5969,1074_DFA_FEA_XX.wav,1074,fear,fear,fearful,fearful,0.9964,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[9e-06, 0.000303, 0.996393, 2e-06, 3e-06, 5e-05, 0.003229, 1e-05, 0.0]"
CREMA-D,6051,1075_DFA_FEA_XX.wav,1075,fear,fear,fearful,sad,0.9896,1,0,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.000944, 0.00943, 1e-06, 5e-06, 1.2e-05, 0.989606, 2e-06, 0.0]"
CREMA-D,6133,1076_DFA_FEA_XX.wav,1076,fear,fear,fearful,fearful,0.9976,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[6e-06, 0.000431, 0.997628, 9e-06, 1.4e-05, 4.1e-05, 0.001801, 6.8e-05, 2e-06]"
CREMA-D,6214,1077_DFA_FEA_XX.wav,1077,fear,fear,fearful,neutral,0.9359,1,0,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.000265, 0.000946, 0.004989, 0.000264, 0.935885, 7.7e-05, 0.057187, 0.000386, 1e-06]"
CREMA-D,6296,1078_DFA_FEA_XX.wav,1078,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,6378,1079_DFA_FEA_XX.wav,1079,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 1e-06, 0.999991, 3e-06, 0.0, 3e-06, 1e-06, 0.0, 0.0]"
CREMA-D,6460,1080_DFA_FEA_XX.wav,1080,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.999991, 0.0, 0.0, 0.0, 9e-06, 0.0, 0.0]"
CREMA-D,6542,1081_DFA_FEA_XX.wav,1081,fear,fear,fearful,sad,1.0000,1,0,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 9e-06, 0.0, 0.0, 0.0, 0.999991, 0.0, 0.0]"
CREMA-D,6624,1082_DFA_FEA_XX.wav,1082,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,6706,1083_DFA_FEA_XX.wav,1083,fear,fear,fearful,fearful,0.5137,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[1e-06, 0.000212, 0.513724, 2e-06, 2e-06, 6e-06, 0.486049, 5e-06, 0.0]"
CREMA-D,6788,1084_DFA_FEA_XX.wav,1084,fear,fear,fearful,sad,1.0000,1,0,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
CREMA-D,6870,1085_DFA_FEA_XX.wav,1085,fear,fear,fearful,sad,0.9999,1,0,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 2e-06, 3.9e-05, 0.0, 1.3e-05, 0.0, 0.999946, 0.0, 0.0]"
CREMA-D,6952,1086_DFA_FEA_XX.wav,1086,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,7034,1087_DFA_FEA_XX.wav,1087,fear,fear,fearful,fearful,0.9999,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[1e-06, 4.9e-05, 0.999863, 7e-06, 0.0, 7e-06, 5.6e-05, 1.5e-05, 0.0]"
CREMA-D,7116,1088_DFA_FEA_XX.wav,1088,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.999998, 0.0, 0.0, 0.0, 1e-06, 0.0, 0.0]"
CREMA-D,7198,1089_DFA_FEA_XX.wav,1089,fear,fear,fearful,sad,0.9135,1,0,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.000277, 0.086178, 3e-06, 3e-06, 2.1e-05, 0.913516, 2e-06, 0.0]"
CREMA-D,7280,1090_DFA_FEA_XX.wav,1090,fear,fear,fearful,sad,0.9995,1,0,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 5e-06, 0.000481, 0.0, 4e-06, 0.0, 0.99951, 0.0, 0.0]"
CREMA-D,7362,1091_DFA_FEA_XX.wav,1091,fear,fear,fearful,fearful,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,3,1001_DFA_HAP_XX.wav,1001,happy,happy,happy,happy,0.9484,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.001255, 6.1e-05, 0.048847, 0.948375, 1.4e-05, 1.4e-05, 1.2e-05, 0.001422, 0.0]"
CREMA-D,85,1002_DFA_HAP_XX.wav,1002,happy,happy,happy,happy,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,166,1003_DFA_HAP_XX.wav,1003,happy,happy,happy,happy,0.9749,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[2.2e-05, 0.001144, 0.023195, 0.974874, 8e-06, 0.00053, 0.000161, 6.1e-05, 6e-06]"
CREMA-D,248,1004_DFA_HAP_XX.wav,1004,happy,happy,happy,happy,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,330,1005_DFA_HAP_XX.wav,1005,happy,happy,happy,happy,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,412,1006_DFA_HAP_XX.wav,1006,happy,happy,happy,happy,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,494,1007_DFA_HAP_XX.wav,1007,happy,happy,happy,happy,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,576,1008_DFA_HAP_XX.wav,1008,happy,happy,happy,happy,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,652,1009_DFA_HAP_XX.wav,1009,happy,happy,happy,happy,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,728,1010_DFA_HAP_XX.wav,1010,happy,happy,happy,happy,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,810,1011_DFA_HAP_XX.wav,1011,happy,happy,happy,happy,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,892,1012_DFA_HAP_XX.wav,1012,happy,happy,happy,happy,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,974,1013_DFA_HAP_XX.wav,1013,happy,happy,happy,happy,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,1056,1014_DFA_HAP_XX.wav,1014,happy,happy,happy,happy,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,1138,1015_DFA_HAP_XX.wav,1015,happy,happy,happy,happy,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,1220,1016_DFA_HAP_XX.wav,1016,happy,happy,happy,happy,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,1302,1017_DFA_HAP_XX.wav,1017,happy,happy,happy,happy,0.6549,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.000134, 0.000283, 0.000118, 0.654907, 0.343621, 1e-06, 0.000181, 0.000755, 0.0]"
CREMA-D,1384,1018_DFA_HAP_XX.wav,1018,happy,happy,happy,happy,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,1466,1019_DFA_HAP_XX.wav,1019,happy,happy,happy,sad,0.9735,1,0,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[1e-06, 0.000971, 0.003198, 0.022327, 1e-06, 1.7e-05, 0.973459, 2.7e-05, 0.0]"
CREMA-D,1542,1020_DFA_HAP_XX.wav,1020,happy,happy,happy,happy,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,1624,1021_DFA_HAP_XX.wav,1021,happy,happy,happy,happy,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,1706,1022_DFA_HAP_XX.wav,1022,happy,happy,happy,happy,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CREMA-D,1788,1023_DFA_HAP_XX.wav,1023,happy,happy,happy,happy,1.0000,1,1,"[""angry"", ""disgusted"", ""fearful"", ""happy"", ""neutral"", ""other"", ""sad"", ""surprised"", ""<unk>""]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
